Work Package Code,Service Code,Service Line
A,A4,"5.3.2. Approach and methodology: Asset management method statement for meeting the Buyer’s requirements, including treatment of any lifecycle / sinking funds (if applicable) and details regarding where such funds will reside, safeguards on early draw down and control of such funds;"
A,A4,"5.3.3. Contract variation procedures, change management and additional work requests;"
A,A4,"5.3.4. Operational structure including key roles, Supplier Staff and resource proposals;"
A,A4,"5.3.5. Carbon net zero strategy, to include but not be limited to initial assessment of Buyer Premises, development of action plan to reduce greenhouse emissions, performance measurement and reporting regimes and investment plans / opportunities; "
A,A4,5.3.6. Planned Preventative Maintenance and Asset lifecycle replacement schedule and Delivery methodology;
A,A4,5.3.7. Quality policy / quality statement;
A,A4,5.3.8. Third party Suppliers / partners;
A,A4,5.3.9. Balanced scorecard;
A,A4,5.3.10. Procurement of Services;
A,A4,5.3.11. Procurement of materials taking account of embodied carbon and recycled content;
A,A4,5.3.12. Management of energy use including lighting;
A,A4,5.3.13. Planned Preventative Maintenance (PPM) methodology / schedules; including Uniclass and New Rules for Measurement (NRM) classifications for interoperability;
A,A4,5.3.14. Computerised Asset management system;
A,A4,5.3.15. A single common data environment area for hosting building information models and any associated current state and achieved geometry in line with PAS1192:3;
A,A4,5.3.16. Building management system;
A,A4,5.3.17. Routine maintenance;
A,A4,5.3.18. Formulation of the PPM programme;
A,A4,"5.3.19. Maintenance management, recording and reporting;"
A,A4,5.3.20. Critical spares management;
A,A4,5.3.21. Inspections;
A,A4,5.3.22. Conservation and sustainability;
A,A4,5.3.23. Maintenance and renewal;
A,A4,5.3.24. Management arrangements;
A,A4,5.3.25. Compliance management arrangements;
A,A4,5.3.26. Performance management arrangements;
A,A4,5.3.27. Social Value performance and reporting plan;
A,A4,5.3.28. Quality management;
A,A4,5.3.29. Complaints management processes;
A,A4,5.3.30. Operational liaison;
A,A4,5.3.31. Reactive maintenance Service; and
A,A4,5.3.32. Reactive vandalism maintenance Service.
A,A4,5.4. In use and occupied space shall be maintained to appropriate Standards (eg SFG20) which are deemed ‘fit for function’ by type (i.e. office);
A,A4,"5.5. Vacant space shall be maintained to appropriate Standards (e.g. mothballing & re-commissioning, as SFG 30) as agreed with the Buyer following a closure risk assessment."
A,A5,Fire Safety Advice
A,A5,"6.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
A,A5,"6.2. Where requested to do so, the Supplier shall provide a professional advice service on all matters relating to the Regulatory Reform (Fire Safety) Order 2005 for each Buyer Premises. The cost of this service shall be included in the Charges."
A,A5,6.3. The Buyer may require fire precautions. This shall be at an additional cost to the Buyer via the Additional Works and Approvals Process.
A,A6,Accessibility Services
A,A6,"7.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
A,A6,7.2. The Supplier shall:
A,A6,7.2.1. Provide advice relating to the Equality Act 2010 including health and safety matters;
A,A6,7.2.2. Manage the procurement of specialist furniture and equipment (not IT equipment);
A,A6,"7.2.3. Ensure continuous interactions with the Buyer's Staff and stakeholders, including any disability advisor and any occupational health and safety representatives;"
A,A6,7.2.4. Provide advice on further special needs issues including technical problem-solving regarding access and signage;
A,A6,7.2.5. Provide advice on health and safety matters as they relate to those with accessibility needs. The Supplier shall also take a pro-active approach and advise the Buyer of any investment that shall be made to improve the Buyer Premises. This includes access and egress for use of those with disabilities and to comply with the Equality Act 2010;
A,A6,"7.2.6. Manage the supply of furniture for those with accessibility needs, including but not limited to orthopaedic chairs. Where the Buyer requires the Supplier to supply these furniture items they shall be managed via the Additional Works and Approval Process;"
A,A6,"7.2.7. Work to remove digital barriers by ensuring digital content is perceivable, operable, understandable, to people with disabilities, allowing them to access and use content, in line with Web Content Accessibility Guidelines (WCAG)."
A,A7,Risk Management
A,A7,"8.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
A,A7,"8.2. The Supplier shall produce and maintain a contract risk register to include contract, maintenance operational service, service continuity, supplier management and staffing risks."
A,A7,8.3. The Supplier shall produce and comply with all risk assessments pertaining to all Services undertaken at the designated Buyer Premises. This includes risk assessments and statutory compliance required by or produced by third parties such as landlords.
A,A7,"8.4. The Supplier shall be responsible for the development of Contract specific risk register, which shall be reviewed, updated and issued to the Buyer [quarterly]. Where new and/or significant risks are identified which have the potential to impact on the Buyer's business operation, service provision and / or performance standards, the Supplier shall be responsible for informing the Buyer of these risks within [24 hours] of their discovery. "
A,A7,"8.5. Where required and in conjunction with the Buyer, the Supplier shall construct a risk register for each Buyer Premises listed within the Call-Off Contract data. The Supplier shall have sole responsibility for the drafting and updating of the risk register."
A,A7,8.6. The Supplier shall be required to operate business unit specific risk management systems including the drafting and updating of such systems.
A,A8,Customer Satisfaction
A,A8,"9.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
A,A8,9.2. The Supplier shall ensure that:
A,A8,"9.2.1. They develop the customer satisfaction process, including the customers satisfaction targets, with the Buyer and shall deliver it in accordance with the specific Buyer requirements as defined in line with the agreed Service Delivery Plan;"
A,A8,"9.2.2. They deliver a complaints management process, which manages and maintains the Buyer’s customer satisfaction targets;"
A,A8,9.2.3. They participate and respond where appropriate to Buyer or third-party customer satisfaction outputs (e.g. net promoter score) upon request from the Buyer;
A,A8,"9.2.4. They have processes in place to provide a proactive and responsive customer service, managing customer satisfaction to the agreed levels throughout the duration of the Contract;"
A,A8,"9.2.5. They have processes in place for managing customer satisfaction, ensuring satisfactory customer service is provided to the Buyer, Buyer Staff, Building Users, occupants of Buyer housing, users of training facilities, all stakeholders and customers at all times;"
A,A8,"9.2.6. Their customer satisfaction processes align with the Buyer’s quality management system (QMS) where appropriate. Further information around customer satisfaction shall be provided as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly. ]"
A,A8,"9.2.7. They administer the formal process for handling service failures, complaints and works Recall as set out in Appendix F – Complaints, Failure and Recall Process. "
A,A8,9.3. The Supplier shall conduct customer satisfaction surveys as agreed with the Buyer as part of their ongoing commitment to continuous improvement and performance management (in addition to ensuring value for money).
A,A8,9.4. The Supplier's SDPs shall contain details of the proposed methodology for carrying out the customer satisfaction surveys including but not limited to:
A,A8,"9.4.1. Survey method / medium (online, paper based etc.);"
A,A8,"9.4.2. Approach to maximising synergies with Buyer's in-house or external performance measurement / customer experience processes, systems and Suppliers; "
A,A8,9.4.3. Approach to maximising survey responses;
A,A8,9.4.4. Sample / draft questionnaire; and
A,A8,9.4.5. Approach to the analysis of results.
A,A8,"9.5. Where the customer satisfaction survey results are of a score less than the agreed satisfaction level (satisfaction level to be agreed by the Buyer as part of a Call-Off Procedure), the Supplier shall:"
A,A8,9.5.1. Investigate the cause of the dissatisfaction;
A,A8,9.5.2. Produce an action plan to address the root cause of customer dissatisfaction; and
A,A8,"9.5.3. Where appropriate, carry out further investigations to establish whether the cause of the dissatisfaction has been resolved."
A,A8,"9.6. The Supplier shall ensure a collaborative approach is maintained with the Buyer and Buyer Third Parties (e.g. IT provider) to ensure employee satisfaction scores are maintained at the required satisfaction levels. Further details of the required satisfaction levels shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider replacing the text with NOT USED or amend accordingly]."
A,A9,Reporting
A,A9,"10.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
A,A9,10.2. The Supplier shall ensure that:
A,A9,10.2.1. All data used to generate reports is held within or is accessible by the CAFM System;
A,A9,10.2.2. The Supplier’s CAFM System shall be configured to capture all elements of service provision to facilitate the production of the Management Information reporting requirements as requested by the Buyer.
A,A9,10.2.3. They deliver a dynamic reporting capability to the Buyer via electronic interface accessible via portal and web browser facility;
A,A9,10.2.4. They develop the format standard and frequency of reporting with the Buyer and shall deliver it in accordance with the specific Buyer requirements in line with the agreed Service Delivery Plan.
A,A9,"10.2.5. The information required to report against its agreed KPIs, as per Call-Off Schedule 14 (Performance Levels), is contained within the CAFM System and maintained accurately at all times."
A,A9,10.3. The Supplier shall provide a broad and comprehensive reporting solution under the following categories:
A,A9,10.3.1. Industry-standard FM reports; and
A,A9,10.3.2. Performance measurement and statistical reporting.
A,A9,10.4. The Supplier shall provide reports relating to the performance of the Supplier and statistical information relating to the Services being provided which shall be included in the Charges. These shall include but not be limited to:
A,A9,10.4.1. Reportable incidents;
A,A9,10.4.2. [Real time] Reporting;
A,A9,10.4.3. Expert analysis reports;
A,A9,10.4.4. Ad hoc reporting requirements;
A,A9,10.4.5. Self-service reporting capability;
A,A9,10.4.6. Performance measurement and reporting;
A,A9,10.4.7. Risk management;
A,A9,10.4.8. Reporting on compliance tasks (stewardship report);
A,A9,10.4.9. Failure management recording and reporting;
A,A9,10.4.10. Buyer Premises related drawings; and
A,A9,10.4.11. Framework MI reporting.
A,A9,10.5. The Supplier shall be responsible for the provision of all interfaces between their own and third-party CAFM Systems to facilitate the transfer of data.
A,A9,10.6. The Buyer’s data contained within the Supplier’s CAFM Systems shall be uploaded to third-party CAFM Systems as required by the Buyer.
A,A9,Reportable incidents
A,A9,10.7. The Supplier shall inform the Buyer via the helpdesk service each time reportable incidents occur. These shall be recorded on the CAFM System and shall include but not be limited to:
A,A9,"10.7.1. Health and safety accidents and incidents, to include HSE RIDDOR reports; "
A,A9,10.7.2. Pollution and contamination incidents;
A,A9,10.7.3. Statutory compliance failures;
A,A9,"10.7.4. Asset and system failures, which may affect business continuity;"
A,A9,10.7.5. Physical and document security breaches;
A,A9,10.7.6. Service failures;
A,A9,10.7.7. Instances of wilful damage or vandalism;
A,A9,10.7.8. Issues with the potential to disrupt energy and utility provision;
A,A9,10.7.9. Staff disciplinary issues were associated with personal integrity which may have the potential to damage the reputation of the Buyer; and
A,A9,10.7.10. Complaints.
A,A9,"10.8. Further details of reportable incident requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
A,A9,Real Time Reporting
A,A9,10.9. The Supplier shall inform the Buyer directly and log details via the CAFM System each time reportable incidents occur. These shall include but not be limited to:
A,A9,10.9.1. Complaints;
A,A9,10.9.2. Health and safety accident reporting / RIDDOR reports;
A,A9,10.9.3. Environmental incidents;
A,A9,"10.9.4. Health and safety hazards (e.g. asbestos risks, legionella risks); "
A,A9,10.9.5. Security breaches; and
A,A9,10.9.6. Instances of accidental damage caused by the Supplier Staff.
A,A9,"10.10. Further details of real time reporting requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
A,A9,Expert Analysis Reports
A,A9,"10.11. The Supplier shall compile and analyse a suite of specific reports, which is to be agreed with the Buyer during the Mobilisation Period where applicable. These reports shall include but not be limited to:"
A,A9,10.11.1. The Buyer's performance measurement and management of the Services;
A,A9,10.11.2. The Buyer's performance measurement and management of the carbon net zero performance;
A,A9,"10.11.3. The Buyer's performance measurement regarding waste, to include statistics on waste diversion and waste recycling rates; "
A,A9,"10.11.4. The Buyer's performance measurement regarding tenants (to include accommodation quality status, vacant accommodation availability and occupation levels); "
A,A9,10.11.5. The Buyer's performance measurement and management of the employee customer satisfaction survey;
A,A9,10.11.6. The Buyer's statutory compliance performance reporting processes and reporting regimes;
A,A9,"10.12. The Supplier shall interpret the reports and provide a written commentary of its expert analysis. Further details of these requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
A,A9,Additional Ad Hoc Reporting Requirements
A,A9,10.13. The Buyer may request the Supplier to create and generate additional ad hoc reports on its behalf.
A,A9,"10.14. Where necessary and agreed, the Supplier shall provide the reports with expert commentary, as specified by the Buyer. "
A,A9,10.15. Any associated costs for these additional ad hoc reports shall be managed via the Additional Works and Approvals Process.
A,A9,"10.16. The Buyer is answerable to Parliament and, on occasion, is required to respond to parliamentary questions regarding the Buyer premises on an urgent basis. The Supplier shall comply with any such reasonable request in the event information is required under these circumstances and the costs for this shall be included in the Charges."
A,A9,Self-Service Reporting Capability
A,A9,"10.17. The Supplier shall provide the Buyer with the ability to modify existing reports, or design and store user-specific reports on an ad hoc basis, as specified by the Buyer. Costs for these Services shall be included in the Charges."
A,A9,Supplier Contractual Performance Measurement and Reporting
A,A9,"10.18. The Supplier shall report on its own performance against the agreed KPIs as detailed in Call-Off Schedule 14 (Performance Levels) and other measures reasonably requested by the Buyer. These reports shall include summaries at region, establishment, business and Service level, as appropriate, for the following:"
A,A9,10.18.1. Achievement against KPI agreements;
A,A9,10.18.2. Achievement against social value initiatives;
A,A9,10.18.3. Achievement against carbon net zero initiatives;
A,A9,10.18.4. Reasons for failure to meet any KPI agreements;
A,A9,10.18.5. Performance failures accruing because of failure to meet KPI agreements;
A,A9,10.18.6. Levels of statutory compliance;
A,A9,10.18.7. Performance against Sustainability Management Plan;
A,A9,"10.18.8. Details of performance against Planned Preventative Maintenance activities, including reactive works generated from Planned Preventative Maintenance activities;"
A,A9,10.18.9. Details of Assets or systems taken out-of-service for health and safety or operational reasons;
A,A9,10.18.10. Details of recommendations generated from Planned Preventative Maintenance works;
A,A9,10.18.11. Reasons for failure to complete planned statutory and mandatory inspections / tasks;
A,A9,10.18.12. Progress / status of Work Orders;
A,A9,"10.18.13. Waste volumes, including waste diversion reports and recycling volumes; "
A,A9,10.18.14. Achievement against the Delivery of statutory testing and inspections;
A,A9,"10.18.15. SME contractual performance (i.e. number of SMEs engagement sessions held, number appointed and value of cost of services undertaken by appointed SMEs);"
A,A9,"10.18.16. Details of progress against Buyer agreed action plans for the following Month, which shall be reviewed to check progress and track actions carried out to completion. The Buyer shall not unreasonably withhold or delay agreement of these action plans with the Supplier."
A,A9,"Calculation of Supplier Performance Results against Appendix C - Service Delivery Response Times, and the KPI Agreements in the Supplier Performance Mechanism"
A,A9,"10.19. For performance measurement and reporting, the Supplier shall report against its performance by undertaking the following actions:"
A,A9,10.19.1. Inputting performance data relating to its operational KPIs into the CAFM System.
A,A9,10.19.2. Collating the data required to calculate its performance against the obligations in the Supplier performance mechanism;
A,A9,10.19.3. Measuring its performance each Month against each of their KPIs and calculate payment mechanism scores in accordance with its Supplier performance mechanism;
A,A9,Reporting Supplier Performance Data and Associated Information
A,A9,"10.20. During the Mobilisation Period, the Supplier shall provide a mobilisation report for the Buyer on a Monthly basis as a minimum. The format shall be specified by the Buyer and agreed with the Supplier within [10 days] of the Effective Date;"
A,A9,10.21. The Supplier shall provide a quarterly report to the Buyer detailing the performance scores and associated Deductions calculated;
A,A9,10.22. The Supplier shall provide a reconciliation report to the Buyer within [7 days] following the end of each quarter.
A,A9,"10.23. For statistical information reporting, the Supplier shall provide Monthly comprehensive Management Information statistics and trend analysis in relation to all aspects of the Services including but not limited to:"
A,A9,"10.23.1. Inbound volume, by type and region;"
A,A9,"10.23.2. Completed Service requests, by inbound channel;"
A,A9,10.23.3. Average and maximum call waiting times;
A,A9,10.23.4. Average inbound call duration;
A,A9,10.23.5. Volume of duplicate Service requests;
A,A9,10.23.6. Total outbound calls;
A,A9,10.23.7. Benchmarking;
A,A9,10.23.8. Volume of requests originated by the Supplier.
A,A9,"10.24. The Supplier shall provide the Buyer with any required reports, written information or statistical information in relation to the Services against all data held within the CAFM System. This shall be in response to reasonable requests from the Buyer. The costs for this service shall be included in the Charges."
A,A9,Risk Management
A,A9,10.25. The Supplier shall provide comprehensive Monthly updates in relation to their contractual risk register. These shall include but not be limited to:
A,A9,10.25.1. Progress against known and existing risks;
A,A9,10.25.2. Risk mitigation activities; and
A,A9,10.25.3. Newly identified risks
A,A9,Drawings
A,A9,10.26. The Supplier shall:
A,A9,10.26.1. Review existing Buyer drawings within the Mobilisation Period;
A,A9,10.26.2. Produce a report containing recommendations and budget costs for the update and reconciliation of all Buyer Premises drawings with the aim of bringing them up to date where practicable and to enable them to be issued to the Buyer to meet Buyer reporting requirements.
